Customer ID,Age,Purchase Amount (USD),Review Rating,Previous Purchases,Age Group,Spending Tier,Rating Category,Loyalty Level,Gender,Item Purchased,Category,Location,Location Code,Size,Color,Season,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Payment Method,Frequency of Purchases
147,52,30,4.0,21,48-52,30-34,4.0-4.4,21-25,Male,Skirt,Clothing,Colorado,CO,S,Black,Fall,Yes,Standard,Yes,Yes,Venmo,Fortnightly
148,63,64,3.5,31,63-67,60-64,3.5-3.9,31-35,Male,Shoes,Footwear,Idaho,ID,M,Purple,Summer,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,Fortnightly
149,37,90,2.6,47,33-37,90-94,2.5-2.9,46-50,Male,Gloves,Accessories,Wyoming,WY,M,Gray,Fall,Yes,Store Pickup,Yes,Yes,Debit Card,Annually
150,38,76,3.2,14,38-42,75-79,3.0-3.4,11-15,Male,Pants,Clothing,Delaware,DE,M,White,Summer,Yes,Free Shipping,Yes,Yes,PayPal,Monthly
151,35,96,4.9,17,33-37,95-100,4.5-5.0,16-20,Male,Boots,Footwear,California,CA,L,Cyan,Fall,Yes,Standard,Yes,Yes,Debit Card,Every 3 Months
152,28,47,4.5,3,28-32,45-49,4.5-5.0,1-5,Male,Sunglasses,Accessories,North Dakota,ND,L,Turquoise,Fall,Yes,Next Day Air,Yes,Yes,Venmo,Annually
153,30,85,4.3,42,28-32,85-89,4.0-4.4,41-45,Male,Shirt,Clothing,South Carolina,SC,S,Brown,Summer,Yes,Express,Yes,Yes,Venmo,Annually
154,69,55,3.2,22,68-70,55-59,3.0-3.4,21-25,Male,Hoodie,Clothing,North Carolina,NC,M,Maroon,Winter,Yes,Standard,Yes,Yes,Debit Card,Annually
155,41,98,3.6,21,38-42,95-100,3.5-3.9,21-25,Male,Dress,Clothing,Oklahoma,OK,M,Charcoal,Fall,Yes,Next Day Air,Yes,Yes,Venmo,Quarterly
156,63,77,4.3,21,63-67,75-79,4.0-4.4,21-25,Male,Socks,Clothing,Maine,ME,S,Olive,Spring,Yes,Free Shipping,Yes,Yes,Bank Transfer,Quarterly
157,35,26,4.0,40,33-37,25-29,4.0-4.4,36-40,Male,Shorts,Clothing,Missouri,MO,M,Lavender,Fall,Yes,Standard,Yes,Yes,Debit Card,Annually
158,36,68,3.0,1,33-37,65-69,3.0-3.4,1-5,Male,Hat,Accessories,Vermont,VT,S,Yellow,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Fortnightly
159,25,73,4.1,50,23-27,70-74,4.0-4.4,46-50,Male,Shirt,Clothing,Connecticut,CT,XL,Teal,Fall,Yes,Standard,Yes,Yes,Bank Transfer,Monthly
160,58,27,3.8,39,58-62,25-29,3.5-3.9,36-40,Male,Gloves,Accessories,New Hampshire,NH,M,Charcoal,Fall,Yes,Store Pickup,Yes,Yes,Bank Transfer,Every 3 Months
161,27,23,4.6,34,23-27,20-24,4.5-5.0,31-35,Male,Gloves,Accessories,Texas,TX,M,Orange,Summer,Yes,Free Shipping,Yes,Yes,Venmo,Monthly
162,65,49,3.0,29,63-67,45-49,3.0-3.4,26-30,Male,Backpack,Accessories,North Dakota,ND,M,Olive,Fall,Yes,Express,Yes,Yes,Venmo,Fortnightly
163,54,74,3.0,31,53-57,70-74,3.0-3.4,31-35,Male,Sunglasses,Accessories,California,CA,M,Turquoise,Summer,Yes,Store Pickup,Yes,Yes,PayPal,Bi-Weekly
164,54,67,3.4,8,53-57,65-69,3.0-3.4,6-10,Male,Skirt,Clothing,Virginia,VA,M,Purple,Summer,Yes,Standard,Yes,Yes,Debit Card,Weekly
165,59,65,2.6,5,58-62,65-69,2.5-2.9,1-5,Male,Handbag,Accessories,Delaware,DE,S,Purple,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,Fortnightly
166,42,60,2.8,7,38-42,60-64,2.5-2.9,6-10,Male,Handbag,Accessories,Kentucky,KY,S,Yellow,Winter,Yes,Store Pickup,Yes,Yes,Cash,Monthly
167,46,31,4.0,30,43-47,30-34,4.0-4.4,26-30,Male,Sneakers,Footwear,Delaware,DE,XL,Indigo,Fall,Yes,Store Pickup,Yes,Yes,Cash,Monthly
168,33,27,4.0,14,33-37,25-29,4.0-4.4,11-15,Male,Gloves,Accessories,Arkansas,AR,M,Green,Fall,Yes,Express,Yes,Yes,Credit Card,Every 3 Months
169,34,80,3.0,5,33-37,80-84,3.0-3.4,1-5,Male,Shoes,Footwear,Louisiana,LA,M,Magenta,Summer,Yes,Express,Yes,Yes,Cash,Fortnightly
170,27,30,3.3,3,23-27,30-34,3.0-3.4,1-5,Male,Jacket,Outerwear,Nevada,NV,S,Gold,Summer,Yes,Standard,Yes,Yes,PayPal,Every 3 Months
171,52,25,2.6,46,48-52,25-29,2.5-2.9,46-50,Male,Shirt,Clothing,Wyoming,WY,M,Maroon,Fall,Yes,Store Pickup,Yes,Yes,Venmo,Bi-Weekly
172,29,35,3.6,4,28-32,35-39,3.5-3.9,1-5,Male,Shorts,Clothing,Virginia,VA,M,Blue,Summer,Yes,Store Pickup,Yes,Yes,Credit Card,Weekly
173,54,67,3.9,42,53-57,65-69,3.5-3.9,41-45,Male,Jewelry,Accessories,Nebraska,NE,M,Violet,Summer,Yes,Next Day Air,Yes,Yes,Credit Card,Bi-Weekly
174,25,46,3.4,30,23-27,45-49,3.0-3.4,26-30,Male,Hat,Accessories,Hawaii,HI,M,Turquoise,Fall,Yes,Standard,Yes,Yes,Cash,Annually
175,41,35,3.5,37,38-42,35-39,3.5-3.9,36-40,Male,Shoes,Footwear,Vermont,VT,L,Brown,Winter,Yes,Express,Yes,Yes,Venmo,Annually
176,53,86,2.8,2,53-57,85-89,2.5-2.9,1-5,Male,Coat,Outerwear,Oklahoma,OK,L,Violet,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
177,53,81,2.7,30,53-57,80-84,2.5-2.9,26-30,Male,Backpack,Accessories,New Hampshire,NH,L,Black,Spring,Yes,Next Day Air,Yes,Yes,Credit Card,Quarterly
178,21,42,3.7,47,18-22,40-44,3.5-3.9,46-50,Male,Hoodie,Clothing,Kansas,KS,L,Magenta,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Monthly
179,61,43,4.3,21,58-62,40-44,4.0-4.4,21-25,Male,Skirt,Clothing,Idaho,ID,L,Lavender,Fall,Yes,2-Day Shipping,Yes,Yes,PayPal,Quarterly
180,64,31,4.9,9,63-67,30-34,4.5-5.0,6-10,Male,Boots,Footwear,Illinois,IL,M,Violet,Fall,Yes,Store Pickup,Yes,Yes,Bank Transfer,Fortnightly
181,51,81,3.3,12,48-52,80-84,3.0-3.4,11-15,Male,Sandals,Footwear,South Dakota,SD,L,Green,Fall,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
182,32,61,4.7,4,28-32,60-64,4.5-5.0,1-5,Male,Pants,Clothing,Massachusetts,MA,M,Beige,Summer,Yes,Next Day Air,Yes,Yes,Bank Transfer,Weekly
183,38,96,2.8,10,38-42,95-100,2.5-2.9,6-10,Male,Gloves,Accessories,Alabama,AL,XL,Purple,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Annually
184,58,29,3.6,26,58-62,25-29,3.5-3.9,26-30,Male,Skirt,Clothing,Ohio,OH,XL,Beige,Spring,Yes,2-Day Shipping,Yes,Yes,Credit Card,Weekly
185,32,33,3.0,40,28-32,30-34,3.0-3.4,36-40,Male,Sneakers,Footwear,Hawaii,HI,L,Cyan,Spring,Yes,Express,Yes,Yes,Cash,Fortnightly
186,46,32,4.5,34,43-47,30-34,4.5-5.0,31-35,Male,T-shirt,Clothing,Wisconsin,WI,XL,Silver,Summer,Yes,Store Pickup,Yes,Yes,Bank Transfer,Fortnightly
187,39,56,2.9,31,38-42,55-59,2.5-2.9,31-35,Male,Backpack,Accessories,Minnesota,MN,S,Lavender,Summer,Yes,Standard,Yes,Yes,Debit Card,Annually
188,19,94,3.3,1,18-22,90-94,3.0-3.4,1-5,Male,Shoes,Footwear,Georgia,GA,S,Purple,Spring,Yes,Store Pickup,Yes,Yes,Bank Transfer,Bi-Weekly
189,50,53,3.1,5,48-52,50-54,3.0-3.4,1-5,Male,Hoodie,Clothing,Arkansas,AR,M,Pink,Spring,Yes,Express,Yes,Yes,Bank Transfer,Bi-Weekly
190,36,82,4.4,4,33-37,80-84,4.0-4.4,1-5,Male,Blouse,Clothing,West Virginia,WV,M,Maroon,Fall,Yes,Next Day Air,Yes,Yes,Credit Card,Weekly
191,65,70,3.0,48,63-67,70-74,3.0-3.4,46-50,Male,Coat,Outerwear,Indiana,IN,XL,Beige,Fall,Yes,Free Shipping,Yes,Yes,Venmo,Quarterly
192,64,76,3.9,29,63-67,75-79,3.5-3.9,26-30,Male,Hat,Accessories,Utah,UT,M,Gray,Fall,Yes,Free Shipping,Yes,Yes,Cash,Every 3 Months
193,46,29,2.9,12,43-47,25-29,2.5-2.9,11-15,Male,Shoes,Footwear,Nebraska,NE,L,Turquoise,Summer,Yes,Express,Yes,Yes,PayPal,Bi-Weekly
194,36,100,3.0,29,33-37,95-100,3.0-3.4,26-30,Male,Belt,Accessories,North Dakota,ND,S,Silver,Fall,Yes,Standard,Yes,Yes,Venmo,Annually
195,51,94,3.1,15,48-52,90-94,3.0-3.4,11-15,Male,Backpack,Accessories,Missouri,MO,M,Olive,Spring,Yes,Express,Yes,Yes,Debit Card,Quarterly
196,51,25,4.3,34,48-52,25-29,4.0-4.4,31-35,Male,Jacket,Outerwear,New York,NY,M,Magenta,Fall,Yes,Free Shipping,Yes,Yes,Credit Card,Monthly
197,38,88,3.9,41,38-42,85-89,3.5-3.9,41-45,Male,Boots,Footwear,Washington,WA,M,Lavender,Summer,Yes,Next Day Air,Yes,Yes,Credit Card,Fortnightly
198,59,78,3.2,41,58-62,75-79,3.0-3.4,41-45,Male,Scarf,Accessories,South Carolina,SC,M,Black,Fall,Yes,2-Day Shipping,Yes,Yes,Credit Card,Monthly
199,57,45,4.8,39,53-57,45-49,4.5-5.0,36-40,Male,Jewelry,Accessories,Utah,UT,M,Turquoise,Winter,Yes,Standard,Yes,Yes,Credit Card,Fortnightly
200,54,73,3.8,32,53-57,70-74,3.5-3.9,31-35,Male,Hat,Accessories,Idaho,ID,XL,Green,Summer,Yes,Express,Yes,Yes,Cash,Weekly
201,25,61,3.3,29,23-27,60-64,3.0-3.4,26-30,Male,Dress,Clothing,Pennsylvania,PA,S,Teal,Summer,Yes,Next Day Air,Yes,Yes,Venmo,Monthly
202,69,22,4.3,15,68-70,20-24,4.0-4.4,11-15,Male,Blouse,Clothing,Missouri,MO,S,Beige,Fall,Yes,Free Shipping,Yes,Yes,Bank Transfer,Annually
203,57,38,2.7,33,53-57,35-39,2.5-2.9,31-35,Male,Hat,Accessories,Nebraska,NE,L,Magenta,Spring,Yes,Express,Yes,Yes,Venmo,Annually
204,70,38,3.2,18,68-70,35-39,3.0-3.4,16-20,Male,Scarf,Accessories,Indiana,IN,S,Yellow,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Weekly
205,24,100,4.0,35,23-27,95-100,4.0-4.4,31-35,Male,Sneakers,Footwear,Arizona,AZ,M,Yellow,Fall,Yes,Store Pickup,Yes,Yes,Cash,Bi-Weekly
206,67,64,3.0,25,63-67,60-64,3.0-3.4,21-25,Male,Shirt,Clothing,Hawaii,HI,M,Silver,Winter,Yes,Standard,Yes,Yes,PayPal,Weekly
207,24,55,4.2,6,23-27,55-59,4.0-4.4,6-10,Male,T-shirt,Clothing,Wisconsin,WI,L,Silver,Summer,Yes,Free Shipping,Yes,Yes,Venmo,Fortnightly
208,62,91,2.9,17,58-62,90-94,2.5-2.9,16-20,Male,Gloves,Accessories,Rhode Island,RI,M,Silver,Summer,Yes,Express,Yes,Yes,Bank Transfer,Bi-Weekly
209,57,38,4.1,17,53-57,35-39,4.0-4.4,16-20,Male,Skirt,Clothing,Wisconsin,WI,M,Gold,Spring,Yes,Store Pickup,Yes,Yes,Credit Card,Monthly
210,55,97,3.2,44,53-57,95-100,3.0-3.4,41-45,Male,Sandals,Footwear,Minnesota,MN,S,Olive,Winter,Yes,Store Pickup,Yes,Yes,Cash,Every 3 Months
211,45,22,3.0,6,43-47,20-24,3.0-3.4,6-10,Male,Jacket,Outerwear,Vermont,VT,L,Teal,Fall,Yes,2-Day Shipping,Yes,Yes,PayPal,Fortnightly
212,69,92,4.2,45,68-70,90-94,4.0-4.4,41-45,Male,Skirt,Clothing,South Dakota,SD,L,Maroon,Fall,Yes,2-Day Shipping,Yes,Yes,Debit Card,Fortnightly
213,67,84,4.2,7,63-67,80-84,4.0-4.4,6-10,Male,Handbag,Accessories,Virginia,VA,L,Blue,Fall,Yes,Express,Yes,Yes,Debit Card,Annually
214,30,93,4.4,11,28-32,90-94,4.0-4.4,11-15,Male,Handbag,Accessories,Nevada,NV,L,Peach,Fall,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
215,24,50,4.2,41,23-27,50-54,4.0-4.4,41-45,Male,Jacket,Outerwear,Hawaii,HI,L,Blue,Summer,Yes,Next Day Air,Yes,Yes,Cash,Every 3 Months
216,62,64,2.8,24,58-62,60-64,2.5-2.9,21-25,Male,Scarf,Accessories,New Jersey,NJ,S,Orange,Spring,Yes,2-Day Shipping,Yes,Yes,PayPal,Bi-Weekly
217,43,61,3.7,21,43-47,60-64,3.5-3.9,21-25,Male,Shorts,Clothing,Massachusetts,MA,L,Yellow,Spring,Yes,Free Shipping,Yes,Yes,Venmo,Weekly
218,35,48,3.5,24,33-37,45-49,3.5-3.9,21-25,Male,Sunglasses,Accessories,Oklahoma,OK,M,Purple,Winter,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
219,28,45,2.9,8,28-32,45-49,2.5-2.9,6-10,Male,T-shirt,Clothing,California,CA,S,Magenta,Spring,Yes,Store Pickup,Yes,Yes,Credit Card,Quarterly
220,32,88,3.0,12,28-32,85-89,3.0-3.4,11-15,Male,Belt,Accessories,Nevada,NV,M,Cyan,Spring,Yes,Free Shipping,Yes,Yes,Cash,Fortnightly
221,39,57,3.7,48,38-42,55-59,3.5-3.9,46-50,Male,Sneakers,Footwear,Arizona,AZ,S,Indigo,Spring,Yes,Express,Yes,Yes,Debit Card,Fortnightly
222,28,68,4.4,6,28-32,65-69,4.0-4.4,6-10,Male,Hat,Accessories,North Carolina,NC,XL,Magenta,Summer,Yes,Store Pickup,Yes,Yes,Bank Transfer,Quarterly
223,47,94,4.5,14,43-47,90-94,4.5-5.0,11-15,Male,Gloves,Accessories,New York,NY,XL,Gray,Spring,Yes,2-Day Shipping,Yes,Yes,PayPal,Fortnightly
224,20,41,4.8,34,18-22,40-44,4.5-5.0,31-35,Male,Pants,Clothing,Wyoming,WY,M,Turquoise,Spring,Yes,Free Shipping,Yes,Yes,PayPal,Annually
225,63,83,2.9,12,63-67,80-84,2.5-2.9,11-15,Male,Socks,Clothing,South Dakota,SD,S,Beige,Summer,Yes,Free Shipping,Yes,Yes,Cash,Every 3 Months
226,25,22,3.2,11,23-27,20-24,3.0-3.4,11-15,Male,Jacket,Outerwear,Arkansas,AR,M,Olive,Spring,Yes,Next Day Air,Yes,Yes,Bank Transfer,Annually
227,29,74,3.3,5,28-32,70-74,3.0-3.4,1-5,Male,Shoes,Footwear,Texas,TX,L,Violet,Spring,Yes,Free Shipping,Yes,Yes,PayPal,Monthly
228,50,90,4.2,25,48-52,90-94,4.0-4.4,21-25,Male,Jeans,Clothing,Rhode Island,RI,M,Turquoise,Winter,Yes,Standard,Yes,Yes,Venmo,Fortnightly
229,18,79,2.9,11,18-22,75-79,2.5-2.9,11-15,Male,Socks,Clothing,New Hampshire,NH,M,White,Spring,Yes,Store Pickup,Yes,Yes,Credit Card,Annually
230,70,28,4.6,27,68-70,25-29,4.5-5.0,26-30,Male,Sandals,Footwear,Ohio,OH,S,Silver,Spring,Yes,Next Day Air,Yes,Yes,PayPal,Every 3 Months
231,66,88,4.1,43,63-67,85-89,4.0-4.4,41-45,Male,Scarf,Accessories,Utah,UT,L,Olive,Fall,Yes,Standard,Yes,Yes,Credit Card,Annually
232,28,26,3.1,18,28-32,25-29,3.0-3.4,16-20,Male,Blouse,Clothing,Tennessee,TN,M,Blue,Spring,Yes,2-Day Shipping,Yes,Yes,Debit Card,Every 3 Months
233,54,27,4.2,32,53-57,25-29,4.0-4.4,31-35,Male,Jewelry,Accessories,Hawaii,HI,L,Purple,Winter,Yes,Express,Yes,Yes,Bank Transfer,Bi-Weekly
234,19,83,4.5,27,18-22,80-84,4.5-5.0,26-30,Male,Sweater,Clothing,Arizona,AZ,XL,Yellow,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Every 3 Months
235,20,39,3.7,24,18-22,35-39,3.5-3.9,21-25,Male,Gloves,Accessories,South Dakota,SD,S,Silver,Summer,Yes,Next Day Air,Yes,Yes,Credit Card,Weekly
236,43,89,3.7,31,43-47,85-89,3.5-3.9,31-35,Male,Sunglasses,Accessories,New Jersey,NJ,M,Cyan,Winter,Yes,Free Shipping,Yes,Yes,Debit Card,Quarterly
237,38,68,3.4,39,38-42,65-69,3.0-3.4,36-40,Male,Coat,Outerwear,North Dakota,ND,L,Green,Winter,Yes,Next Day Air,Yes,Yes,PayPal,Fortnightly
238,50,90,3.0,36,48-52,90-94,3.0-3.4,36-40,Male,Dress,Clothing,Iowa,IA,M,Beige,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Fortnightly
239,64,34,4.2,5,63-67,30-34,4.0-4.4,1-5,Male,Skirt,Clothing,Ohio,OH,M,Peach,Fall,Yes,Free Shipping,Yes,Yes,Cash,Annually
240,49,51,2.9,47,48-52,50-54,2.5-2.9,46-50,Male,Pants,Clothing,Vermont,VT,L,Yellow,Summer,Yes,Express,Yes,Yes,Credit Card,Bi-Weekly
241,47,45,3.5,29,43-47,45-49,3.5-3.9,26-30,Male,Sweater,Clothing,Montana,MT,XL,Turquoise,Winter,Yes,Free Shipping,Yes,Yes,Bank Transfer,Fortnightly
242,36,88,4.1,43,33-37,85-89,4.0-4.4,41-45,Male,Hoodie,Clothing,Delaware,DE,M,Peach,Winter,Yes,Free Shipping,Yes,Yes,Venmo,Bi-Weekly
243,55,85,4.3,40,53-57,85-89,4.0-4.4,36-40,Male,Coat,Outerwear,New York,NY,L,Gray,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Every 3 Months
244,25,100,2.8,4,23-27,95-100,2.5-2.9,1-5,Male,Jewelry,Accessories,Kentucky,KY,M,Olive,Winter,Yes,2-Day Shipping,Yes,Yes,Debit Card,Monthly
245,53,42,4.9,39,53-57,40-44,4.5-5.0,36-40,Male,Belt,Accessories,Oregon,OR,S,Indigo,Spring,Yes,2-Day Shipping,Yes,Yes,PayPal,Weekly
246,49,53,3.3,45,48-52,50-54,3.0-3.4,41-45,Male,Sandals,Footwear,Rhode Island,RI,L,Charcoal,Summer,Yes,Next Day Air,Yes,Yes,Venmo,Fortnightly
247,35,86,3.2,20,33-37,85-89,3.0-3.4,16-20,Male,Sunglasses,Accessories,Nevada,NV,XL,Beige,Spring,Yes,Express,Yes,Yes,Venmo,Bi-Weekly
248,29,66,4.4,14,28-32,65-69,4.0-4.4,11-15,Male,Sweater,Clothing,Montana,MT,XL,Brown,Spring,Yes,Standard,Yes,Yes,Debit Card,Weekly
249,47,100,4.8,33,43-47,95-100,4.5-5.0,31-35,Male,Belt,Accessories,Pennsylvania,PA,M,Blue,Winter,Yes,Express,Yes,Yes,PayPal,Weekly
250,53,47,4.2,18,53-57,45-49,4.0-4.4,16-20,Male,Handbag,Accessories,Alaska,AK,S,Teal,Fall,Yes,Standard,Yes,Yes,Credit Card,Annually
251,33,25,4.0,9,33-37,25-29,4.0-4.4,6-10,Male,Skirt,Clothing,Mississippi,MS,L,Black,Fall,Yes,Express,Yes,Yes,Bank Transfer,Weekly
252,21,51,2.5,34,18-22,50-54,2.5-2.9,31-35,Male,Handbag,Accessories,Wyoming,WY,XL,Gold,Winter,Yes,Standard,Yes,Yes,PayPal,Annually
253,32,41,3.9,33,28-32,40-44,3.5-3.9,31-35,Male,Shorts,Clothing,Delaware,DE,M,Violet,Summer,Yes,Free Shipping,Yes,Yes,Venmo,Fortnightly
254,52,73,4.9,15,48-52,70-74,4.5-5.0,11-15,Male,Boots,Footwear,Oklahoma,OK,L,Cyan,Winter,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,Bi-Weekly
255,67,42,3.5,4,63-67,40-44,3.5-3.9,1-5,Male,Sunglasses,Accessories,Indiana,IN,M,White,Winter,Yes,Store Pickup,Yes,Yes,PayPal,Bi-Weekly
256,43,20,4.2,25,43-47,20-24,4.0-4.4,21-25,Male,Scarf,Accessories,Maryland,MD,M,Charcoal,Spring,Yes,Free Shipping,Yes,Yes,Debit Card,Annually
257,58,30,4.7,20,58-62,30-34,4.5-5.0,16-20,Male,Jewelry,Accessories,South Dakota,SD,XL,Violet,Spring,Yes,Express,Yes,Yes,Credit Card,Every 3 Months
258,20,53,4.5,5,18-22,50-54,4.5-5.0,1-5,Male,Handbag,Accessories,West Virginia,WV,M,Red,Summer,Yes,Express,Yes,Yes,Credit Card,Quarterly
259,61,74,2.8,16,58-62,70-74,2.5-2.9,16-20,Male,Gloves,Accessories,Alabama,AL,S,Lavender,Spring,Yes,Express,Yes,Yes,Cash,Quarterly
260,32,57,2.9,13,28-32,55-59,2.5-2.9,11-15,Male,Jeans,Clothing,Louisiana,LA,M,Gold,Fall,Yes,Standard,Yes,Yes,Debit Card,Annually
261,38,57,3.2,11,38-42,55-59,3.0-3.4,11-15,Male,Hat,Accessories,Montana,MT,S,Red,Winter,Yes,2-Day Shipping,Yes,Yes,Credit Card,Every 3 Months
262,21,77,4.9,21,18-22,75-79,4.5-5.0,21-25,Male,Jeans,Clothing,California,CA,L,Magenta,Winter,Yes,Standard,Yes,Yes,Credit Card,Annually
263,37,40,3.7,6,33-37,40-44,3.5-3.9,6-10,Male,Pants,Clothing,Hawaii,HI,M,Teal,Summer,Yes,Next Day Air,Yes,Yes,Debit Card,Annually
264,27,46,4.3,29,23-27,45-49,4.0-4.4,26-30,Male,Shorts,Clothing,Iowa,IA,M,Purple,Summer,Yes,Store Pickup,Yes,Yes,Venmo,Monthly
265,36,78,3.9,15,33-37,75-79,3.5-3.9,11-15,Male,Pants,Clothing,Colorado,CO,S,Charcoal,Fall,Yes,Store Pickup,Yes,Yes,Cash,Annually
266,32,59,3.2,17,28-32,55-59,3.0-3.4,16-20,Male,Backpack,Accessories,Michigan,MI,M,Gray,Spring,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,Bi-Weekly
267,51,75,3.1,32,48-52,75-79,3.0-3.4,31-35,Male,Jewelry,Accessories,Louisiana,LA,L,White,Summer,Yes,Express,Yes,Yes,Credit Card,Weekly
268,64,54,3.9,42,63-67,50-54,3.5-3.9,41-45,Male,Sweater,Clothing,Maryland,MD,M,Olive,Spring,Yes,2-Day Shipping,Yes,Yes,Venmo,Annually
269,68,42,2.6,21,68-70,40-44,2.5-2.9,21-25,Male,Shoes,Footwear,Georgia,GA,M,Charcoal,Spring,Yes,Store Pickup,Yes,Yes,Cash,Monthly
270,68,44,3.3,9,68-70,40-44,3.0-3.4,6-10,Male,Blouse,Clothing,Georgia,GA,M,Charcoal,Winter,Yes,Next Day Air,Yes,Yes,Cash,Bi-Weekly
271,33,52,4.6,16,33-37,50-54,4.5-5.0,16-20,Male,Jeans,Clothing,North Dakota,ND,XL,Orange,Fall,Yes,Free Shipping,Yes,Yes,Bank Transfer,Annually
272,65,69,4.6,42,63-67,65-69,4.5-5.0,41-45,Male,Sunglasses,Accessories,Maryland,MD,XL,Yellow,Summer,Yes,Express,Yes,Yes,Credit Card,Fortnightly
273,48,26,4.4,37,48-52,25-29,4.0-4.4,36-40,Male,Jewelry,Accessories,Oregon,OR,M,Beige,Summer,Yes,2-Day Shipping,Yes,Yes,Debit Card,Bi-Weekly
274,69,33,4.2,32,68-70,30-34,4.0-4.4,31-35,Male,Coat,Outerwear,North Dakota,ND,S,Silver,Spring,Yes,Express,Yes,Yes,Debit Card,Quarterly
275,59,32,3.0,28,58-62,30-34,3.0-3.4,26-30,Male,Jewelry,Accessories,Maryland,MD,M,Indigo,Spring,Yes,Express,Yes,Yes,Cash,Bi-Weekly
276,48,85,4.0,13,48-52,85-89,4.0-4.4,11-15,Male,Backpack,Accessories,Virginia,VA,XL,Lavender,Winter,Yes,Express,Yes,Yes,Credit Card,Weekly
277,25,30,3.5,11,23-27,30-34,3.5-3.9,11-15,Male,Skirt,Clothing,South Dakota,SD,XL,Turquoise,Fall,Yes,Express,Yes,Yes,Bank Transfer,Fortnightly
278,29,29,3.0,36,28-32,25-29,3.0-3.4,36-40,Male,Shirt,Clothing,Georgia,GA,M,Green,Winter,Yes,Store Pickup,Yes,Yes,Bank Transfer,Bi-Weekly
279,57,95,3.7,23,53-57,95-100,3.5-3.9,21-25,Male,Sweater,Clothing,Hawaii,HI,M,Orange,Spring,Yes,Express,Yes,Yes,Debit Card,Annually
280,23,69,4.0,37,23-27,65-69,4.0-4.4,36-40,Male,Sneakers,Footwear,Arkansas,AR,L,Turquoise,Summer,Yes,Standard,Yes,Yes,Bank Transfer,Monthly
281,45,69,4.2,21,43-47,65-69,4.0-4.4,21-25,Male,Sandals,Footwear,Montana,MT,S,Cyan,Fall,Yes,2-Day Shipping,Yes,Yes,Cash,Bi-Weekly
282,38,61,2.5,22,38-42,60-64,2.5-2.9,21-25,Male,Belt,Accessories,Oklahoma,OK,XL,Charcoal,Spring,Yes,Standard,Yes,Yes,Debit Card,Bi-Weekly
283,21,94,3.0,9,18-22,90-94,3.0-3.4,6-10,Male,Skirt,Clothing,Minnesota,MN,M,Teal,Summer,Yes,2-Day Shipping,Yes,Yes,Cash,Monthly
284,32,30,3.2,16,28-32,30-34,3.0-3.4,16-20,Male,Sweater,Clothing,Montana,MT,S,Maroon,Fall,Yes,Next Day Air,Yes,Yes,Venmo,Annually
285,63,45,3.5,4,63-67,45-49,3.5-3.9,1-5,Male,Skirt,Clothing,Ohio,OH,M,Red,Summer,Yes,Standard,Yes,Yes,PayPal,Quarterly
286,29,39,4.8,3,28-32,35-39,4.5-5.0,1-5,Male,Handbag,Accessories,Kentucky,KY,XL,Yellow,Summer,Yes,Express,Yes,Yes,Debit Card,Bi-Weekly
287,27,51,2.6,6,23-27,50-54,2.5-2.9,6-10,Male,Jewelry,Accessories,Nebraska,NE,L,Gray,Summer,Yes,Store Pickup,Yes,Yes,Debit Card,Annually
288,56,37,3.4,18,53-57,35-39,3.0-3.4,16-20,Male,Scarf,Accessories,Delaware,DE,L,Blue,Spring,Yes,2-Day Shipping,Yes,Yes,Venmo,Fortnightly
289,30,62,3.7,34,28-32,60-64,3.5-3.9,31-35,Male,T-shirt,Clothing,North Carolina,NC,M,Lavender,Winter,Yes,2-Day Shipping,Yes,Yes,Venmo,Bi-Weekly
290,49,85,4.5,26,48-52,85-89,4.5-5.0,26-30,Male,Coat,Outerwear,New York,NY,M,Yellow,Fall,Yes,2-Day Shipping,Yes,Yes,Credit Card,Monthly
291,58,33,3.7,50,58-62,30-34,3.5-3.9,46-50,Male,T-shirt,Clothing,Colorado,CO,M,Indigo,Winter,Yes,Standard,Yes,Yes,PayPal,Weekly
292,57,26,3.3,40,53-57,25-29,3.0-3.4,36-40,Male,Dress,Clothing,Delaware,DE,XL,Violet,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,Monthly
293,60,99,4.7,24,58-62,95-100,4.5-5.0,21-25,Male,Shoes,Footwear,Utah,UT,M,Green,Spring,Yes,Free Shipping,Yes,Yes,Cash,Quarterly
